"ICD10_explo","df_name","window_optimum_start","window_optimum_end","MK_Tau_opt","MK_p_value_opt","MK_Tau","MK_p_value","Unique_Observations","prop_sig","n_countries","pos_sig","neg_sig","p_one","q_bh","ARD_BH","ARD_selected","X_key_GBD","Cause.Name","Cause.ID","Cause.Hierarchy.Level","ICD10","ICD10.Used.in.Hospital.Claims.Analyses","ICD9","ICD9.Used.in.Hospital.Claims.Analyses","cause_level_1","cause_level_2","cause_level_3","cause_level_4","trait_type","pheno_sex","coding","modifier","description","description_more","coding_description","category","n_cases_full_cohort_both_sexes","n_cases_full_cohort_females","n_cases_full_cohort_males","n_cases_hq_cohort_both_sexes","n_cases_hq_cohort_females","n_cases_hq_cohort_males","pops","num_pops","pops_pass_qc","num_pops_pass_qc","n_cases_AFR","n_cases_AMR","n_cases_CSA","n_cases_EAS","n_cases_EUR","n_cases_MID","n_controls_AFR","n_controls_AMR","n_controls_CSA","n_controls_EAS","n_controls_EUR","n_controls_MID","rhemc_25bin_50rv_h2_observed_AFR","rhemc_25bin_50rv_h2_observed_AMR","rhemc_25bin_50rv_h2_observed_CSA","rhemc_25bin_50rv_h2_observed_EAS","sldsc_25bin_h2_observed_EUR","rhemc_25bin_50rv_h2_observed_MID","rhemc_25bin_50rv_h2_observed_se_AFR","rhemc_25bin_50rv_h2_observed_se_AMR","rhemc_25bin_50rv_h2_observed_se_CSA","rhemc_25bin_50rv_h2_observed_se_EAS","sldsc_25bin_h2_observed_se_EUR","rhemc_25bin_50rv_h2_observed_se_MID","rhemc_25bin_50rv_h2_liability_AFR","rhemc_25bin_50rv_h2_liability_AMR","rhemc_25bin_50rv_h2_liability_CSA","rhemc_25bin_50rv_h2_liability_EAS","sldsc_25bin_h2_liability_EUR","rhemc_25bin_50rv_h2_liability_MID","rhemc_25bin_50rv_h2_liability_se_AFR","rhemc_25bin_50rv_h2_liability_se_AMR","rhemc_25bin_50rv_h2_liability_se_CSA","rhemc_25bin_50rv_h2_liability_se_EAS","sldsc_25bin_h2_liability_se_EUR","rhemc_25bin_50rv_h2_liability_se_MID","rhemc_25bin_50rv_h2_z_AFR","rhemc_25bin_50rv_h2_z_AMR","rhemc_25bin_50rv_h2_z_CSA","rhemc_25bin_50rv_h2_z_EAS","sldsc_25bin_h2_z_EUR","rhemc_25bin_50rv_h2_z_MID","lambda_gc_AFR","lambda_gc_AMR","lambda_gc_CSA","lambda_gc_EAS","lambda_gc_EUR","lambda_gc_MID","phenotype_qc_AFR","phenotype_qc_AMR","phenotype_qc_CSA","phenotype_qc_EAS","phenotype_qc_EUR","phenotype_qc_MID","in_max_independent_set","filename","filename_tabix","aws_link","aws_link_tabix","wget","wget_tabix","md5_hex","size_in_bytes","md5_hex_tabix","size_in_bytes_tabix","trait_efos","trait_efo_terms","trait_efo_categories"
"B33","Myocarditis",1,16,0.966666579,2.38418579101562e-07,0.966666579,2.38418579101562e-07,16,1,204,204,0,1.19209289550781e-07,6.39395280317825e-07,TRUE,TRUE,"myocarditis","Myocarditis",942,4,"B33.2-B33.20, B33.22-B33.24, D86.85, I40-I41.8, I51.4-I51.6","B33.2-B33.20, B33.22-B33.24, I40-I41.8, I51.4-I51.6","074.2, 074.23, 422-422.99, 429.0-429.1","074.2, 074.23, 422-422.99, 429.0-429.1","Non-communicable diseases","Cardiovascular diseases","Cardiomyopathy and myocarditis","Myocarditis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"B35","Fungal skin diseases",1,16,0.99999994,1.19209289550781e-07,0.99999994,1.19209289550781e-07,16,1,204,204,0,5.96046447753905e-08,4.28862688018054e-07,TRUE,TRUE,"fungal skin diseases","Fungal skin diseases",659,3,"B35-B36.9","B35-B36.9","110-111.9","110-111.9","Non-communicable diseases","Skin and subcutaneous diseases","Fungal skin diseases","","icd10","both_sexes","","","B35 Dermatophytosis","truncated: true",NA,"Chapter I Certain infectious and parasitic diseases | B35-B49 Mycoses | B35 Dermatophytosis",309,96,213,NA,NA,NA,"EUR",1,"",0,NA,NA,NA,NA,309,NA,NA,NA,NA,NA,420222,NA,NA,NA,NA,NA,5.27e-05,NA,NA,NA,NA,NA,0.0022,NA,NA,NA,NA,NA,0.00601,NA,NA,NA,NA,NA,0.251,NA,NA,NA,NA,NA,0.0239,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,"h2_z_insignificant",NA,FALSE,"icd10-B35-both_sexes.tsv.bgz","icd10-B35-both_sexes.tsv.bgz.tbi","https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/icd10-B35-both_sexes.tsv.bgz","https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/icd10-B35-both_sexes.tsv.bgz.tbi","wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/icd10-B35-both_sexes.tsv.bgz","wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/icd10-B35-both_sexes.tsv.bgz.tbi","7556ad31ae4a5546c15d0279802d246d",526397436,"4c10a0ddf23e70fb6eff390a3f9a0f83",1750452,NA,NA,NA
"B36","Skin and subcutaneous diseases",1,16,0.933333278,5.96046447753906e-07,0.933333278,5.96046447753906e-07,16,1,204,204,0,2.98023223876953e-07,1.31219180662241e-06,TRUE,TRUE,"skin and subcutaneous diseases","Skin and subcutaneous diseases",653,2,"A46-A46.0, A66-A67.3, A67.9, B07-B09, B35-B36.9, B85-B88.9, D86.3, E80.1-E80.29, I89.1-I89.8, L00-L23.2, L23.4-L27, L27.2-L54.8, L56, L56.2-L57.9, L59-L64, L64.8-L75.9, L77-L92.9, L94-L99.8, M72.5-M72.6, N49.2-N49.3, R20-R24.0","A46-A46.0, A66-A67.9, B07-B08.1, B35-B36.9, B85-B88.9, I89.1-I89.8, L00-L23.2, L23.4-L25.9, L28-L54.8, L56, L56.2-L57.9, L59-L64, L64.8-L75.9, L80-L92.9, L94-L99.8, M72.5-M72.6, N49.2-N49.3","035-035.9, 040.0, 078.0-078.19, 102-103.9, 110-111.9, 132-134.9, 136.1, 457.2-457.3, 680-709.3, 709.8-709.9, 728.86, 782-782.9, 785.4, V13.3, V19.4, V42.3, V43.83, V58.77, V59.1, V82.0","035-035.9, 040.0, 078.0-078.19, 102-111.9, 132-134.9, 136.1, 457.2-457.3, 680-709.3, 709.8-709.9, 728.86, 785.4","Non-communicable diseases","Skin and subcutaneous diseases","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"B85","Other skin and subcutaneous diseases",1,15,0.99999994,2.38418579101562e-07,0.966666579,2.38418579101562e-07,16,1,204,204,0,1.19209289550781e-07,6.39395280317825e-07,TRUE,TRUE,"other skin and subcutaneous diseases","Other skin and subcutaneous diseases",668,3,"B85-B85.4, B87-B88.9, D86.3, E80.1-E80.29, L10-L14.0, L28-L28.2, L42-L45, L49-L49.9, L51-L54.8, L56, L56.2-L57.9, L59-L60.9, L62-L62.8, L64, L64.8-L68.9, L71-L75.9, L80-L87.9, L90-L92.9, L94-L95.9, L98.5-L99.8","B85-B85.4, B87-B88.9, L10-L14.0, L28-L28.2, L42-L49.9, L51-L54.8, L56, L56.2-L57.9, L59-L62.8, L64, L64.8-L68.9, L71-L75.9, L80-L87.9, L90-L92.9, L94-L95.9, L98.5-L99.8","132-132.9, 133.8-134.9, 136.1, 692.70-692.77, 693-695.9, 697-697.9, 700-704, 704.1-706, 706.2-706.9, 707.1-707.19, 707.8-707.9, 709-709.3, 709.8-709.9","132-132.9, 133.8-134.9, 136.1, 692.70-692.77, 693-695.9, 697-697.9, 700-704, 704.1-706, 706.2-706.9, 707.1-707.19, 707.8-707.9, 709-709.3, 709.8-709.9","Non-communicable diseases","Skin and subcutaneous diseases","Other skin and subcutaneous diseases","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"B87","Other skin and subcutaneous diseases",1,15,0.99999994,2.38418579101562e-07,0.966666579,2.38418579101562e-07,16,1,204,204,0,1.19209289550781e-07,6.39395280317825e-07,TRUE,TRUE,"other skin and subcutaneous diseases","Other skin and subcutaneous diseases",668,3,"B85-B85.4, B87-B88.9, D86.3, E80.1-E80.29, L10-L14.0, L28-L28.2, L42-L45, L49-L49.9, L51-L54.8, L56, L56.2-L57.9, L59-L60.9, L62-L62.8, L64, L64.8-L68.9, L71-L75.9, L80-L87.9, L90-L92.9, L94-L95.9, L98.5-L99.8","B85-B85.4, B87-B88.9, L10-L14.0, L28-L28.2, L42-L49.9, L51-L54.8, L56, L56.2-L57.9, L59-L62.8, L64, L64.8-L68.9, L71-L75.9, L80-L87.9, L90-L92.9, L94-L95.9, L98.5-L99.8","132-132.9, 133.8-134.9, 136.1, 692.70-692.77, 693-695.9, 697-697.9, 700-704, 704.1-706, 706.2-706.9, 707.1-707.19, 707.8-707.9, 709-709.3, 709.8-709.9","132-132.9, 133.8-134.9, 136.1, 692.70-692.77, 693-695.9, 697-697.9, 700-704, 704.1-706, 706.2-706.9, 707.1-707.19, 707.8-707.9, 709-709.3, 709.8-709.9","Non-communicable diseases","Skin and subcutaneous diseases","Other skin and subcutaneous diseases","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"B88","Other skin and subcutaneous diseases",1,15,0.99999994,2.38418579101562e-07,0.966666579,2.38418579101562e-07,16,1,204,204,0,1.19209289550781e-07,6.39395280317825e-07,TRUE,TRUE,"other skin and subcutaneous diseases","Other skin and subcutaneous diseases",668,3,"B85-B85.4, B87-B88.9, D86.3, E80.1-E80.29, L10-L14.0, L28-L28.2, L42-L45, L49-L49.9, L51-L54.8, L56, L56.2-L57.9, L59-L60.9, L62-L62.8, L64, L64.8-L68.9, L71-L75.9, L80-L87.9, L90-L92.9, L94-L95.9, L98.5-L99.8","B85-B85.4, B87-B88.9, L10-L14.0, L28-L28.2, L42-L49.9, L51-L54.8, L56, L56.2-L57.9, L59-L62.8, L64, L64.8-L68.9, L71-L75.9, L80-L87.9, L90-L92.9, L94-L95.9, L98.5-L99.8","132-132.9, 133.8-134.9, 136.1, 692.70-692.77, 693-695.9, 697-697.9, 700-704, 704.1-706, 706.2-706.9, 707.1-707.19, 707.8-707.9, 709-709.3, 709.8-709.9","132-132.9, 133.8-134.9, 136.1, 692.70-692.77, 693-695.9, 697-697.9, 700-704, 704.1-706, 706.2-706.9, 707.1-707.19, 707.8-707.9, 709-709.3, 709.8-709.9","Non-communicable diseases","Skin and subcutaneous diseases","Other skin and subcutaneous diseases","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"B97","Lower respiratory infections",1,16,0.99999994,1.19209289550781e-07,0.99999994,1.19209289550781e-07,16,1,204,204,0,5.96046447753905e-08,4.28862688018054e-07,TRUE,TRUE,"lower respiratory infections","Lower respiratory infections",322,3,"A48.1, A70, B96.0-B96.1, B97.21, B97.4-B97.6, J09-J18.2, J18.8-J18.9, J19.6-J22.9, J85.1, J91.0, P23-P23.9, U04-U04.9","A48.1, A70, B96.0-B97.6, J09-J22.9, J85.1-J91.0, P23-P23.9, U04-U04.9","079.82, 466-469, 470.0, 480-484, 484.1-490.9, 510-511.9, 513.0-513.9, 770.0, V01.82, V04.7, V04.81, V12.61","079.82, 466-470.0, 480-484, 484.1-490.9, 510-513.9, 770.0, V12.61","Communicable, maternal, neonatal, and nutritional diseases","Respiratory infections and tuberculosis","Lower respiratory infections","","icd10","both_sexes","","","B97 Viral agents as the cause of diseases classified to other chapters","truncated: true",NA,"Chapter I Certain infectious and parasitic diseases | B95-B98 Bacterial, viral and other infectious agents | B97 Viral agents as the cause of diseases classified to other chapters",639,479,160,NA,NA,NA,"EUR",1,"",0,NA,NA,NA,NA,639,NA,NA,NA,NA,NA,419892,NA,NA,NA,NA,NA,3e-04,NA,NA,NA,NA,NA,0.0022,NA,NA,NA,NA,NA,0.0187,NA,NA,NA,NA,NA,0.137,NA,NA,NA,NA,NA,0.136,NA,NA,NA,NA,NA,1.02,NA,NA,NA,NA,NA,"h2_z_insignificant",NA,FALSE,"icd10-B97-both_sexes.tsv.bgz","icd10-B97-both_sexes.tsv.bgz.tbi","https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/icd10-B97-both_sexes.tsv.bgz","https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/icd10-B97-both_sexes.tsv.bgz.tbi","wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/icd10-B97-both_sexes.tsv.bgz","wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/icd10-B97-both_sexes.tsv.bgz.tbi","9aee3d7b238fb3c324d9b1de68924881",534690769,"229217ebadb534e69e7a1d7f1f24e6b1",1750872,NA,NA,NA
"C00","Neoplasms",1,16,0.98333329,1.19209289550781e-07,0.98333329,1.19209289550781e-07,16,1,204,204,0,5.96046447753905e-08,4.28862688018054e-07,TRUE,TRUE,"neoplasms","Neoplasms",410,2,"C00-C45.9, C46.6, C47-C79.9, C8-D24.9, D26.0-D39.9, D4-D49.9, D54, E34.0, K62.0-K62.3, K63.5, N60-N60.99, N84.0-N84.1, N87-N87.9","C44.01-D24.9, D26.0-D49.9, E34.0, K62.0-K62.1, K63.5, N60-N60.99, N84.0-N84.1, N87-N87.9","140-175.9, 177-217.8, 219-237.6, 237.70-237.72, 237.9-239.9, 569.0, 610-610.9, 622.1-622.2, 622.7, V07.39, V10-V11, V13.22-V13.24, V16-V16.9, V42.4, V42.81-V42.82, V59.2-V59.3, V72.32, V76-V76.9","173.01-217.8, 219-237.6, 237.70-237.72, 237.9-239.9, 569.0, 610-610.9, 622.1-622.2, 622.7","Non-communicable diseases","Neoplasms","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"C01","Neoplasms",1,16,0.98333329,1.19209289550781e-07,0.98333329,1.19209289550781e-07,16,1,204,204,0,5.96046447753905e-08,4.28862688018054e-07,TRUE,TRUE,"neoplasms","Neoplasms",410,2,"C00-C45.9, C46.6, C47-C79.9, C8-D24.9, D26.0-D39.9, D4-D49.9, D54, E34.0, K62.0-K62.3, K63.5, N60-N60.99, N84.0-N84.1, N87-N87.9","C44.01-D24.9, D26.0-D49.9, E34.0, K62.0-K62.1, K63.5, N60-N60.99, N84.0-N84.1, N87-N87.9","140-175.9, 177-217.8, 219-237.6, 237.70-237.72, 237.9-239.9, 569.0, 610-610.9, 622.1-622.2, 622.7, V07.39, V10-V11, V13.22-V13.24, V16-V16.9, V42.4, V42.81-V42.82, V59.2-V59.3, V72.32, V76-V76.9","173.01-217.8, 219-237.6, 237.70-237.72, 237.9-239.9, 569.0, 610-610.9, 622.1-622.2, 622.7","Non-communicable diseases","Neoplasms","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"C02","Neoplasms",1,16,0.98333329,1.19209289550781e-07,0.98333329,1.19209289550781e-07,16,1,204,204,0,5.96046447753905e-08,4.28862688018054e-07,TRUE,TRUE,"neoplasms","Neoplasms",410,2,"C00-C45.9, C46.6, C47-C79.9, C8-D24.9, D26.0-D39.9, D4-D49.9, D54, E34.0, K62.0-K62.3, K63.5, N60-N60.99, N84.0-N84.1, N87-N87.9","C44.01-D24.9, D26.0-D49.9, E34.0, K62.0-K62.1, K63.5, N60-N60.99, N84.0-N84.1, N87-N87.9","140-175.9, 177-217.8, 219-237.6, 237.70-237.72, 237.9-239.9, 569.0, 610-610.9, 622.1-622.2, 622.7, V07.39, V10-V11, V13.22-V13.24, V16-V16.9, V42.4, V42.81-V42.82, V59.2-V59.3, V72.32, V76-V76.9","173.01-217.8, 219-237.6, 237.70-237.72, 237.9-239.9, 569.0, 610-610.9, 622.1-622.2, 622.7","Non-communicable diseases","Neoplasms","","","icd10","both_sexes","","","C02 Malignant neoplasm of other and unspecified parts of tongue","truncated: true",NA,"Chapter II Neoplasms | C00-C14 Malignant neoplasms of lip, oral cavity and pharynx | C02 Malignant neoplasm of other and unspecified parts of tongue",259,85,174,NA,NA,NA,"EUR",1,"",0,NA,NA,NA,NA,259,NA,NA,NA,NA,NA,420272,NA,NA,NA,NA,NA,0.0019,NA,NA,NA,NA,NA,0.0021,NA,NA,NA,NA,NA,0.252,NA,NA,NA,NA,NA,0.278,NA,NA,NA,NA,NA,0.905,NA,NA,NA,NA,NA,0.965,NA,NA,NA,NA,NA,"h2_z_insignificant",NA,FALSE,"icd10-C02-both_sexes.tsv.bgz","icd10-C02-both_sexes.tsv.bgz.tbi","https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/icd10-C02-both_sexes.tsv.bgz","https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/icd10-C02-both_sexes.tsv.bgz.tbi","wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/icd10-C02-both_sexes.tsv.bgz","wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/icd10-C02-both_sexes.tsv.bgz.tbi","75e2dc4839ff603d9df95d07b19801f1",523860822,"52681def665888bd55521ab30a0993d9",1750654,"EFO_0003871","tongue neoplasm","Cancer"
"C03","Neoplasms",1,16,0.98333329,1.19209289550781e-07,0.98333329,1.19209289550781e-07,16,1,204,204,0,5.96046447753905e-08,4.28862688018054e-07,TRUE,TRUE,"neoplasms","Neoplasms",410,2,"C00-C45.9, C46.6, C47-C79.9, C8-D24.9, D26.0-D39.9, D4-D49.9, D54, E34.0, K62.0-K62.3, K63.5, N60-N60.99, N84.0-N84.1, N87-N87.9","C44.01-D24.9, D26.0-D49.9, E34.0, K62.0-K62.1, K63.5, N60-N60.99, N84.0-N84.1, N87-N87.9","140-175.9, 177-217.8, 219-237.6, 237.70-237.72, 237.9-239.9, 569.0, 610-610.9, 622.1-622.2, 622.7, V07.39, V10-V11, V13.22-V13.24, V16-V16.9, V42.4, V42.81-V42.82, V59.2-V59.3, V72.32, V76-V76.9","173.01-217.8, 219-237.6, 237.70-237.72, 237.9-239.9, 569.0, 610-610.9, 622.1-622.2, 622.7","Non-communicable diseases","Neoplasms","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"C04","Neoplasms",1,16,0.98333329,1.19209289550781e-07,0.98333329,1.19209289550781e-07,16,1,204,204,0,5.96046447753905e-08,4.28862688018054e-07,TRUE,TRUE,"neoplasms","Neoplasms",410,2,"C00-C45.9, C46.6, C47-C79.9, C8-D24.9, D26.0-D39.9, D4-D49.9, D54, E34.0, K62.0-K62.3, K63.5, N60-N60.99, N84.0-N84.1, N87-N87.9","C44.01-D24.9, D26.0-D49.9, E34.0, K62.0-K62.1, K63.5, N60-N60.99, N84.0-N84.1, N87-N87.9","140-175.9, 177-217.8, 219-237.6, 237.70-237.72, 237.9-239.9, 569.0, 610-610.9, 622.1-622.2, 622.7, V07.39, V10-V11, V13.22-V13.24, V16-V16.9, V42.4, V42.81-V42.82, V59.2-V59.3, V72.32, V76-V76.9","173.01-217.8, 219-237.6, 237.70-237.72, 237.9-239.9, 569.0, 610-610.9, 622.1-622.2, 622.7","Non-communicable diseases","Neoplasms","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"C05","Neoplasms",1,16,0.98333329,1.19209289550781e-07,0.98333329,1.19209289550781e-07,16,1,204,204,0,5.96046447753905e-08,4.28862688018054e-07,TRUE,TRUE,"neoplasms","Neoplasms",410,2,"C00-C45.9, C46.6, C47-C79.9, C8-D24.9, D26.0-D39.9, D4-D49.9, D54, E34.0, K62.0-K62.3, K63.5, N60-N60.99, N84.0-N84.1, N87-N87.9","C44.01-D24.9, D26.0-D49.9, E34.0, K62.0-K62.1, K63.5, N60-N60.99, N84.0-N84.1, N87-N87.9","140-175.9, 177-217.8, 219-237.6, 237.70-237.72, 237.9-239.9, 569.0, 610-610.9, 622.1-622.2, 622.7, V07.39, V10-V11, V13.22-V13.24, V16-V16.9, V42.4, V42.81-V42.82, V59.2-V59.3, V72.32, V76-V76.9","173.01-217.8, 219-237.6, 237.70-237.72, 237.9-239.9, 569.0, 610-610.9, 622.1-622.2, 622.7","Non-communicable diseases","Neoplasms","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"C06","Neoplasms",1,16,0.98333329,1.19209289550781e-07,0.98333329,1.19209289550781e-07,16,1,204,204,0,5.96046447753905e-08,4.28862688018054e-07,TRUE,TRUE,"neoplasms","Neoplasms",410,2,"C00-C45.9, C46.6, C47-C79.9, C8-D24.9, D26.0-D39.9, D4-D49.9, D54, E34.0, K62.0-K62.3, K63.5, N60-N60.99, N84.0-N84.1, N87-N87.9","C44.01-D24.9, D26.0-D49.9, E34.0, K62.0-K62.1, K63.5, N60-N60.99, N84.0-N84.1, N87-N87.9","140-175.9, 177-217.8, 219-237.6, 237.70-237.72, 237.9-239.9, 569.0, 610-610.9, 622.1-622.2, 622.7, V07.39, V10-V11, V13.22-V13.24, V16-V16.9, V42.4, V42.81-V42.82, V59.2-V59.3, V72.32, V76-V76.9","173.01-217.8, 219-237.6, 237.70-237.72, 237.9-239.9, 569.0, 610-610.9, 622.1-622.2, 622.7","Non-communicable diseases","Neoplasms","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"C07","Neoplasms",1,16,0.98333329,1.19209289550781e-07,0.98333329,1.19209289550781e-07,16,1,204,204,0,5.96046447753905e-08,4.28862688018054e-07,TRUE,TRUE,"neoplasms","Neoplasms",410,2,"C00-C45.9, C46.6, C47-C79.9, C8-D24.9, D26.0-D39.9, D4-D49.9, D54, E34.0, K62.0-K62.3, K63.5, N60-N60.99, N84.0-N84.1, N87-N87.9","C44.01-D24.9, D26.0-D49.9, E34.0, K62.0-K62.1, K63.5, N60-N60.99, N84.0-N84.1, N87-N87.9","140-175.9, 177-217.8, 219-237.6, 237.70-237.72, 237.9-239.9, 569.0, 610-610.9, 622.1-622.2, 622.7, V07.39, V10-V11, V13.22-V13.24, V16-V16.9, V42.4, V42.81-V42.82, V59.2-V59.3, V72.32, V76-V76.9","173.01-217.8, 219-237.6, 237.70-237.72, 237.9-239.9, 569.0, 610-610.9, 622.1-622.2, 622.7","Non-communicable diseases","Neoplasms","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
