df_name,MK_Tau_opt,MK_p_value_opt,p_one,q_bh,prop_sig,_key_GBD,Cause Name,Cause ID,Cause Hierarchy Level,ICD10_x,ICD10 Used in Hospital/Claims Analyses,ICD9,ICD9 Used in Hospital/Claims Analyses,cause_level_1,cause_level_2,cause_level_3,cause_level_4,ICD10_explo,ICD10_y,PHECODE,Exl. Phecodes,Excl. Phenotypes,PHECODE_,mapped_flag
Other neoplasms,0.963636457920074,5.16176223754883e-05,2.580881118774415e-05,5.9949600790429326e-05,0.965686274509804,other neoplasms,Other neoplasms,490.0,3.0,"C75.90-C75.92, D00-D24.9, D26.0-D39.9, D4-D49.9, E34.0, K62.0-K62.3, K63.5, N60-N60.99, N84.0-N84.1, N87-N87.9","D00-D24.9, D26.0-D49.9, E34.0, K62.0-K62.1, K63.5, N60-N60.99, N84.0-N84.1, N87-N87.9","209.4-209.57, 209.61, 209.63-209.67, 210.0-217.8, 219-237.6, 237.70-237.72, 237.9-239.9, 569.0, 610-610.9, 622.1-622.2, 622.7","209.4-217.8, 219-237.6, 237.70-237.72, 237.9-239.9, 569.0, 610-610.9, 622.1-622.2, 622.7",Non-communicable diseases,Neoplasms,Other neoplasms,,D25,D25,218.1,"217-223.99, 180-184.99"," benign neoplasm of breast, ovary, uterus, and other genitourinary organs; uterine/ovarian cancer",218_1,True
Other neoplasms,0.963636457920074,5.16176223754883e-05,2.580881118774415e-05,5.9949600790429326e-05,0.965686274509804,other neoplasms,Other neoplasms,490.0,3.0,"C75.90-C75.92, D00-D24.9, D26.0-D39.9, D4-D49.9, E34.0, K62.0-K62.3, K63.5, N60-N60.99, N84.0-N84.1, N87-N87.9","D00-D24.9, D26.0-D49.9, E34.0, K62.0-K62.1, K63.5, N60-N60.99, N84.0-N84.1, N87-N87.9","209.4-209.57, 209.61, 209.63-209.67, 210.0-217.8, 219-237.6, 237.70-237.72, 237.9-239.9, 569.0, 610-610.9, 622.1-622.2, 622.7","209.4-217.8, 219-237.6, 237.70-237.72, 237.9-239.9, 569.0, 610-610.9, 622.1-622.2, 622.7",Non-communicable diseases,Neoplasms,Other neoplasms,,D40,D40,187.8,"185-187.99, 222-222.99",cancer/benign neoplasm of male genital organs,187_8,True
Other neoplasms,0.963636457920074,5.16176223754883e-05,2.580881118774415e-05,5.9949600790429326e-05,0.965686274509804,other neoplasms,Other neoplasms,490.0,3.0,"C75.90-C75.92, D00-D24.9, D26.0-D39.9, D4-D49.9, E34.0, K62.0-K62.3, K63.5, N60-N60.99, N84.0-N84.1, N87-N87.9","D00-D24.9, D26.0-D49.9, E34.0, K62.0-K62.1, K63.5, N60-N60.99, N84.0-N84.1, N87-N87.9","209.4-209.57, 209.61, 209.63-209.67, 210.0-217.8, 219-237.6, 237.70-237.72, 237.9-239.9, 569.0, 610-610.9, 622.1-622.2, 622.7","209.4-217.8, 219-237.6, 237.70-237.72, 237.9-239.9, 569.0, 610-610.9, 622.1-622.2, 622.7",Non-communicable diseases,Neoplasms,Other neoplasms,,D41,D41,199.0,195-199.99,"Neoplasms: malignant, secondary or uncertain",199_0,True
Other neoplasms,0.963636457920074,5.16176223754883e-05,2.580881118774415e-05,5.9949600790429326e-05,0.965686274509804,other neoplasms,Other neoplasms,490.0,3.0,"C75.90-C75.92, D00-D24.9, D26.0-D39.9, D4-D49.9, E34.0, K62.0-K62.3, K63.5, N60-N60.99, N84.0-N84.1, N87-N87.9","D00-D24.9, D26.0-D49.9, E34.0, K62.0-K62.1, K63.5, N60-N60.99, N84.0-N84.1, N87-N87.9","209.4-209.57, 209.61, 209.63-209.67, 210.0-217.8, 219-237.6, 237.70-237.72, 237.9-239.9, 569.0, 610-610.9, 622.1-622.2, 622.7","209.4-217.8, 219-237.6, 237.70-237.72, 237.9-239.9, 569.0, 610-610.9, 622.1-622.2, 622.7",Non-communicable diseases,Neoplasms,Other neoplasms,,D42,D42,191.0,"224-225.99, 190-192.99"," cancer/benign neoplasm of eye, brain, nervous system",191_0,True
Other neoplasms,0.963636457920074,5.16176223754883e-05,2.580881118774415e-05,5.9949600790429326e-05,0.965686274509804,other neoplasms,Other neoplasms,490.0,3.0,"C75.90-C75.92, D00-D24.9, D26.0-D39.9, D4-D49.9, E34.0, K62.0-K62.3, K63.5, N60-N60.99, N84.0-N84.1, N87-N87.9","D00-D24.9, D26.0-D49.9, E34.0, K62.0-K62.1, K63.5, N60-N60.99, N84.0-N84.1, N87-N87.9","209.4-209.57, 209.61, 209.63-209.67, 210.0-217.8, 219-237.6, 237.70-237.72, 237.9-239.9, 569.0, 610-610.9, 622.1-622.2, 622.7","209.4-217.8, 219-237.6, 237.70-237.72, 237.9-239.9, 569.0, 610-610.9, 622.1-622.2, 622.7",Non-communicable diseases,Neoplasms,Other neoplasms,,D43,,,,,nan,False
Other neoplasms,0.963636457920074,5.16176223754883e-05,2.580881118774415e-05,5.9949600790429326e-05,0.965686274509804,other neoplasms,Other neoplasms,490.0,3.0,"C75.90-C75.92, D00-D24.9, D26.0-D39.9, D4-D49.9, E34.0, K62.0-K62.3, K63.5, N60-N60.99, N84.0-N84.1, N87-N87.9","D00-D24.9, D26.0-D49.9, E34.0, K62.0-K62.1, K63.5, N60-N60.99, N84.0-N84.1, N87-N87.9","209.4-209.57, 209.61, 209.63-209.67, 210.0-217.8, 219-237.6, 237.70-237.72, 237.9-239.9, 569.0, 610-610.9, 622.1-622.2, 622.7","209.4-217.8, 219-237.6, 237.70-237.72, 237.9-239.9, 569.0, 610-610.9, 622.1-622.2, 622.7",Non-communicable diseases,Neoplasms,Other neoplasms,,D44,D44,199.0,195-199.99,"Neoplasms: malignant, secondary or uncertain",199_0,True
Other neoplasms,0.963636457920074,5.16176223754883e-05,2.580881118774415e-05,5.9949600790429326e-05,0.965686274509804,other neoplasms,Other neoplasms,490.0,3.0,"C75.90-C75.92, D00-D24.9, D26.0-D39.9, D4-D49.9, E34.0, K62.0-K62.3, K63.5, N60-N60.99, N84.0-N84.1, N87-N87.9","D00-D24.9, D26.0-D49.9, E34.0, K62.0-K62.1, K63.5, N60-N60.99, N84.0-N84.1, N87-N87.9","209.4-209.57, 209.61, 209.63-209.67, 210.0-217.8, 219-237.6, 237.70-237.72, 237.9-239.9, 569.0, 610-610.9, 622.1-622.2, 622.7","209.4-217.8, 219-237.6, 237.70-237.72, 237.9-239.9, 569.0, 610-610.9, 622.1-622.2, 622.7",Non-communicable diseases,Neoplasms,Other neoplasms,,D45,D45,200.1,"200-204.99, 289-289.99",,200_1,True
Other neoplasms,0.963636457920074,5.16176223754883e-05,2.580881118774415e-05,5.9949600790429326e-05,0.965686274509804,other neoplasms,Other neoplasms,490.0,3.0,"C75.90-C75.92, D00-D24.9, D26.0-D39.9, D4-D49.9, E34.0, K62.0-K62.3, K63.5, N60-N60.99, N84.0-N84.1, N87-N87.9","D00-D24.9, D26.0-D49.9, E34.0, K62.0-K62.1, K63.5, N60-N60.99, N84.0-N84.1, N87-N87.9","209.4-209.57, 209.61, 209.63-209.67, 210.0-217.8, 219-237.6, 237.70-237.72, 237.9-239.9, 569.0, 610-610.9, 622.1-622.2, 622.7","209.4-217.8, 219-237.6, 237.70-237.72, 237.9-239.9, 569.0, 610-610.9, 622.1-622.2, 622.7",Non-communicable diseases,Neoplasms,Other neoplasms,,D46,D46,200.0,200-204.99,cancer of lymphatic and hematopoietic tissue,200_0,True
Other neoplasms,0.963636457920074,5.16176223754883e-05,2.580881118774415e-05,5.9949600790429326e-05,0.965686274509804,other neoplasms,Other neoplasms,490.0,3.0,"C75.90-C75.92, D00-D24.9, D26.0-D39.9, D4-D49.9, E34.0, K62.0-K62.3, K63.5, N60-N60.99, N84.0-N84.1, N87-N87.9","D00-D24.9, D26.0-D49.9, E34.0, K62.0-K62.1, K63.5, N60-N60.99, N84.0-N84.1, N87-N87.9","209.4-209.57, 209.61, 209.63-209.67, 210.0-217.8, 219-237.6, 237.70-237.72, 237.9-239.9, 569.0, 610-610.9, 622.1-622.2, 622.7","209.4-217.8, 219-237.6, 237.70-237.72, 237.9-239.9, 569.0, 610-610.9, 622.1-622.2, 622.7",Non-communicable diseases,Neoplasms,Other neoplasms,,D47,,,,,nan,False
Other neoplasms,0.963636457920074,5.16176223754883e-05,2.580881118774415e-05,5.9949600790429326e-05,0.965686274509804,other neoplasms,Other neoplasms,490.0,3.0,"C75.90-C75.92, D00-D24.9, D26.0-D39.9, D4-D49.9, E34.0, K62.0-K62.3, K63.5, N60-N60.99, N84.0-N84.1, N87-N87.9","D00-D24.9, D26.0-D49.9, E34.0, K62.0-K62.1, K63.5, N60-N60.99, N84.0-N84.1, N87-N87.9","209.4-209.57, 209.61, 209.63-209.67, 210.0-217.8, 219-237.6, 237.70-237.72, 237.9-239.9, 569.0, 610-610.9, 622.1-622.2, 622.7","209.4-217.8, 219-237.6, 237.70-237.72, 237.9-239.9, 569.0, 610-610.9, 622.1-622.2, 622.7",Non-communicable diseases,Neoplasms,Other neoplasms,,D48,,,,,nan,False
Other neoplasms,0.963636457920074,5.16176223754883e-05,2.580881118774415e-05,5.9949600790429326e-05,0.965686274509804,other neoplasms,Other neoplasms,490.0,3.0,"C75.90-C75.92, D00-D24.9, D26.0-D39.9, D4-D49.9, E34.0, K62.0-K62.3, K63.5, N60-N60.99, N84.0-N84.1, N87-N87.9","D00-D24.9, D26.0-D49.9, E34.0, K62.0-K62.1, K63.5, N60-N60.99, N84.0-N84.1, N87-N87.9","209.4-209.57, 209.61, 209.63-209.67, 210.0-217.8, 219-237.6, 237.70-237.72, 237.9-239.9, 569.0, 610-610.9, 622.1-622.2, 622.7","209.4-217.8, 219-237.6, 237.70-237.72, 237.9-239.9, 569.0, 610-610.9, 622.1-622.2, 622.7",Non-communicable diseases,Neoplasms,Other neoplasms,,D49,,,,,nan,False
Other neoplasms,0.963636457920074,5.16176223754883e-05,2.580881118774415e-05,5.9949600790429326e-05,0.965686274509804,other neoplasms,Other neoplasms,490.0,3.0,"C75.90-C75.92, D00-D24.9, D26.0-D39.9, D4-D49.9, E34.0, K62.0-K62.3, K63.5, N60-N60.99, N84.0-N84.1, N87-N87.9","D00-D24.9, D26.0-D49.9, E34.0, K62.0-K62.1, K63.5, N60-N60.99, N84.0-N84.1, N87-N87.9","209.4-209.57, 209.61, 209.63-209.67, 210.0-217.8, 219-237.6, 237.70-237.72, 237.9-239.9, 569.0, 610-610.9, 622.1-622.2, 622.7","209.4-217.8, 219-237.6, 237.70-237.72, 237.9-239.9, 569.0, 610-610.9, 622.1-622.2, 622.7",Non-communicable diseases,Neoplasms,Other neoplasms,,E34,E34,259.0,251-259.99,Other endocrine disorders,259_0,True
Other neoplasms,0.963636457920074,5.16176223754883e-05,2.580881118774415e-05,5.9949600790429326e-05,0.965686274509804,other neoplasms,Other neoplasms,490.0,3.0,"C75.90-C75.92, D00-D24.9, D26.0-D39.9, D4-D49.9, E34.0, K62.0-K62.3, K63.5, N60-N60.99, N84.0-N84.1, N87-N87.9","D00-D24.9, D26.0-D49.9, E34.0, K62.0-K62.1, K63.5, N60-N60.99, N84.0-N84.1, N87-N87.9","209.4-209.57, 209.61, 209.63-209.67, 210.0-217.8, 219-237.6, 237.70-237.72, 237.9-239.9, 569.0, 610-610.9, 622.1-622.2, 622.7","209.4-217.8, 219-237.6, 237.70-237.72, 237.9-239.9, 569.0, 610-610.9, 622.1-622.2, 622.7",Non-communicable diseases,Neoplasms,Other neoplasms,,K62,,,,,nan,False
Other neoplasms,0.963636457920074,5.16176223754883e-05,2.580881118774415e-05,5.9949600790429326e-05,0.965686274509804,other neoplasms,Other neoplasms,490.0,3.0,"C75.90-C75.92, D00-D24.9, D26.0-D39.9, D4-D49.9, E34.0, K62.0-K62.3, K63.5, N60-N60.99, N84.0-N84.1, N87-N87.9","D00-D24.9, D26.0-D49.9, E34.0, K62.0-K62.1, K63.5, N60-N60.99, N84.0-N84.1, N87-N87.9","209.4-209.57, 209.61, 209.63-209.67, 210.0-217.8, 219-237.6, 237.70-237.72, 237.9-239.9, 569.0, 610-610.9, 622.1-622.2, 622.7","209.4-217.8, 219-237.6, 237.70-237.72, 237.9-239.9, 569.0, 610-610.9, 622.1-622.2, 622.7",Non-communicable diseases,Neoplasms,Other neoplasms,,K63,K63,569.0,565-569.99,Other gastrointestinal,569_0,True
Other neoplasms,0.963636457920074,5.16176223754883e-05,2.580881118774415e-05,5.9949600790429326e-05,0.965686274509804,other neoplasms,Other neoplasms,490.0,3.0,"C75.90-C75.92, D00-D24.9, D26.0-D39.9, D4-D49.9, E34.0, K62.0-K62.3, K63.5, N60-N60.99, N84.0-N84.1, N87-N87.9","D00-D24.9, D26.0-D49.9, E34.0, K62.0-K62.1, K63.5, N60-N60.99, N84.0-N84.1, N87-N87.9","209.4-209.57, 209.61, 209.63-209.67, 210.0-217.8, 219-237.6, 237.70-237.72, 237.9-239.9, 569.0, 610-610.9, 622.1-622.2, 622.7","209.4-217.8, 219-237.6, 237.70-237.72, 237.9-239.9, 569.0, 610-610.9, 622.1-622.2, 622.7",Non-communicable diseases,Neoplasms,Other neoplasms,,N60,N60,610.8,610-613.99,nonmalignant breast conditions,610_8,True
Other neoplasms,0.963636457920074,5.16176223754883e-05,2.580881118774415e-05,5.9949600790429326e-05,0.965686274509804,other neoplasms,Other neoplasms,490.0,3.0,"C75.90-C75.92, D00-D24.9, D26.0-D39.9, D4-D49.9, E34.0, K62.0-K62.3, K63.5, N60-N60.99, N84.0-N84.1, N87-N87.9","D00-D24.9, D26.0-D49.9, E34.0, K62.0-K62.1, K63.5, N60-N60.99, N84.0-N84.1, N87-N87.9","209.4-209.57, 209.61, 209.63-209.67, 210.0-217.8, 219-237.6, 237.70-237.72, 237.9-239.9, 569.0, 610-610.9, 622.1-622.2, 622.7","209.4-217.8, 219-237.6, 237.70-237.72, 237.9-239.9, 569.0, 610-610.9, 622.1-622.2, 622.7",Non-communicable diseases,Neoplasms,Other neoplasms,,N84,N84,622.1,620-623.99," dysplasia, hyperplasia, polyp of female genital organs",622_1,True
Other neoplasms,0.963636457920074,5.16176223754883e-05,2.580881118774415e-05,5.9949600790429326e-05,0.965686274509804,other neoplasms,Other neoplasms,490.0,3.0,"C75.90-C75.92, D00-D24.9, D26.0-D39.9, D4-D49.9, E34.0, K62.0-K62.3, K63.5, N60-N60.99, N84.0-N84.1, N87-N87.9","D00-D24.9, D26.0-D49.9, E34.0, K62.0-K62.1, K63.5, N60-N60.99, N84.0-N84.1, N87-N87.9","209.4-209.57, 209.61, 209.63-209.67, 210.0-217.8, 219-237.6, 237.70-237.72, 237.9-239.9, 569.0, 610-610.9, 622.1-622.2, 622.7","209.4-217.8, 219-237.6, 237.70-237.72, 237.9-239.9, 569.0, 610-610.9, 622.1-622.2, 622.7",Non-communicable diseases,Neoplasms,Other neoplasms,,N87,N87,180.3,"174-184.99, 218-218.99, 792-792.99",cancer of female genital organs; benign neoplasm of uterus; abnormal pap smear,180_3,True
Other non-Hodgkin lymphoma,0.980952322483063,4.76837158203125e-07,2.384185791015625e-07,1.082053551307091e-06,1.0,other non-hodgkin lymphoma,Other non-Hodgkin lymphoma,1007.0,4.0,"C82-C83.6, C83.81-C85.29, C85.7-C86.6, C96-C96.9",,"200-200.18, 200.3-200.9, 202-202.98",,Non-communicable diseases,Neoplasms,Non-Hodgkin lymphoma,Other non-Hodgkin lymphoma,C82,C82,202.21,200-204.99,cancer of lymphatic and hematopoietic tissue,202_21,True
Other non-Hodgkin lymphoma,0.980952322483063,4.76837158203125e-07,2.384185791015625e-07,1.082053551307091e-06,1.0,other non-hodgkin lymphoma,Other non-Hodgkin lymphoma,1007.0,4.0,"C82-C83.6, C83.81-C85.29, C85.7-C86.6, C96-C96.9",,"200-200.18, 200.3-200.9, 202-202.98",,Non-communicable diseases,Neoplasms,Non-Hodgkin lymphoma,Other non-Hodgkin lymphoma,C83,C83,202.2,200-204.99,cancer of lymphatic and hematopoietic tissue,202_2,True
Other non-Hodgkin lymphoma,0.980952322483063,4.76837158203125e-07,2.384185791015625e-07,1.082053551307091e-06,1.0,other non-hodgkin lymphoma,Other non-Hodgkin lymphoma,1007.0,4.0,"C82-C83.6, C83.81-C85.29, C85.7-C86.6, C96-C96.9",,"200-200.18, 200.3-200.9, 202-202.98",,Non-communicable diseases,Neoplasms,Non-Hodgkin lymphoma,Other non-Hodgkin lymphoma,C84,C84,202.2,200-204.99,cancer of lymphatic and hematopoietic tissue,202_2,True
Other non-Hodgkin lymphoma,0.980952322483063,4.76837158203125e-07,2.384185791015625e-07,1.082053551307091e-06,1.0,other non-hodgkin lymphoma,Other non-Hodgkin lymphoma,1007.0,4.0,"C82-C83.6, C83.81-C85.29, C85.7-C86.6, C96-C96.9",,"200-200.18, 200.3-200.9, 202-202.98",,Non-communicable diseases,Neoplasms,Non-Hodgkin lymphoma,Other non-Hodgkin lymphoma,C85,C85,202.2,200-204.99,cancer of lymphatic and hematopoietic tissue,202_2,True
Other non-Hodgkin lymphoma,0.980952322483063,4.76837158203125e-07,2.384185791015625e-07,1.082053551307091e-06,1.0,other non-hodgkin lymphoma,Other non-Hodgkin lymphoma,1007.0,4.0,"C82-C83.6, C83.81-C85.29, C85.7-C86.6, C96-C96.9",,"200-200.18, 200.3-200.9, 202-202.98",,Non-communicable diseases,Neoplasms,Non-Hodgkin lymphoma,Other non-Hodgkin lymphoma,C86,,,,,nan,False
Other non-Hodgkin lymphoma,0.980952322483063,4.76837158203125e-07,2.384185791015625e-07,1.082053551307091e-06,1.0,other non-hodgkin lymphoma,Other non-Hodgkin lymphoma,1007.0,4.0,"C82-C83.6, C83.81-C85.29, C85.7-C86.6, C96-C96.9",,"200-200.18, 200.3-200.9, 202-202.98",,Non-communicable diseases,Neoplasms,Non-Hodgkin lymphoma,Other non-Hodgkin lymphoma,C96,,,,,nan,False
Other pharynx cancer,0.963636457920074,5.16176223754883e-05,2.580881118774415e-05,5.9949600790429326e-05,1.0,other pharynx cancer,Other pharynx cancer,450.0,3.0,"C09-C10.9, C12-C13.9",,"146-146.9, 148-148.9",,Non-communicable diseases,Neoplasms,Other pharynx cancer,,C09,C09,149.1,"140-149.99, 210-210.99","Cancer/benign neoplams of lip, oral cavity, pharynx",149_1,True
Other pharynx cancer,0.963636457920074,5.16176223754883e-05,2.580881118774415e-05,5.9949600790429326e-05,1.0,other pharynx cancer,Other pharynx cancer,450.0,3.0,"C09-C10.9, C12-C13.9",,"146-146.9, 148-148.9",,Non-communicable diseases,Neoplasms,Other pharynx cancer,,C10,C10,149.1,"140-149.99, 210-210.99","Cancer/benign neoplams of lip, oral cavity, pharynx",149_1,True
Other pharynx cancer,0.963636457920074,5.16176223754883e-05,2.580881118774415e-05,5.9949600790429326e-05,1.0,other pharynx cancer,Other pharynx cancer,450.0,3.0,"C09-C10.9, C12-C13.9",,"146-146.9, 148-148.9",,Non-communicable diseases,Neoplasms,Other pharynx cancer,,C12,C12,149.3,"140-149.99, 210-210.99","Cancer/benign neoplams of lip, oral cavity, pharynx",149_3,True
Other pharynx cancer,0.963636457920074,5.16176223754883e-05,2.580881118774415e-05,5.9949600790429326e-05,1.0,other pharynx cancer,Other pharynx cancer,450.0,3.0,"C09-C10.9, C12-C13.9",,"146-146.9, 148-148.9",,Non-communicable diseases,Neoplasms,Other pharynx cancer,,C13,C13,149.3,"140-149.99, 210-210.99","Cancer/benign neoplams of lip, oral cavity, pharynx",149_3,True
Other pneumoconiosis,0.966666579246521,2.38418579101562e-07,1.19209289550781e-07,6.393952803178253e-07,1.0,other pneumoconiosis,Other pneumoconiosis,514.0,4.0,J63-J65.0,J63-J65.0,503-505.9,503-505.9,Non-communicable diseases,Chronic respiratory diseases,Pneumoconiosis,Other pneumoconiosis,J63,J63,500.2,500-509.99,Pneumoconioses and other lung diseases,500_2,True
Other pneumoconiosis,0.966666579246521,2.38418579101562e-07,1.19209289550781e-07,6.393952803178253e-07,1.0,other pneumoconiosis,Other pneumoconiosis,514.0,4.0,J63-J65.0,J63-J65.0,503-505.9,503-505.9,Non-communicable diseases,Chronic respiratory diseases,Pneumoconiosis,Other pneumoconiosis,J64,J64,500.2,500-509.99,Pneumoconioses and other lung diseases,500_2,True
Other pneumoconiosis,0.966666579246521,2.38418579101562e-07,1.19209289550781e-07,6.393952803178253e-07,1.0,other pneumoconiosis,Other pneumoconiosis,514.0,4.0,J63-J65.0,J63-J65.0,503-505.9,503-505.9,Non-communicable diseases,Chronic respiratory diseases,Pneumoconiosis,Other pneumoconiosis,J65,J65,500.2,500-509.99,Pneumoconioses and other lung diseases,500_2,True
Other skin and subcutaneous diseases,0.999999940395355,2.38418579101562e-07,1.19209289550781e-07,6.393952803178253e-07,1.0,other skin and subcutaneous diseases,Other skin and subcutaneous diseases,668.0,3.0,"B85-B85.4, B87-B88.9, D86.3, E80.1-E80.29, L10-L14.0, L28-L28.2, L42-L45, L49-L49.9, L51-L54.8, L56, L56.2-L57.9, L59-L60.9, L62-L62.8, L64, L64.8-L68.9, L71-L75.9, L80-L87.9, L90-L92.9, L94-L95.9, L98.5-L99.8","B85-B85.4, B87-B88.9, L10-L14.0, L28-L28.2, L42-L49.9, L51-L54.8, L56, L56.2-L57.9, L59-L62.8, L64, L64.8-L68.9, L71-L75.9, L80-L87.9, L90-L92.9, L94-L95.9, L98.5-L99.8","132-132.9, 133.8-134.9, 136.1, 692.70-692.77, 693-695.9, 697-697.9, 700-704, 704.1-706, 706.2-706.9, 707.1-707.19, 707.8-707.9, 709-709.3, 709.8-709.9","132-132.9, 133.8-134.9, 136.1, 692.70-692.77, 693-695.9, 697-697.9, 700-704, 704.1-706, 706.2-706.9, 707.1-707.19, 707.8-707.9, 709-709.3, 709.8-709.9",Non-communicable diseases,Skin and subcutaneous diseases,Other skin and subcutaneous diseases,,B85,B85,132.1,130-136.99,Other infections; including parasitic,132_1,True
Other skin and subcutaneous diseases,0.999999940395355,2.38418579101562e-07,1.19209289550781e-07,6.393952803178253e-07,1.0,other skin and subcutaneous diseases,Other skin and subcutaneous diseases,668.0,3.0,"B85-B85.4, B87-B88.9, D86.3, E80.1-E80.29, L10-L14.0, L28-L28.2, L42-L45, L49-L49.9, L51-L54.8, L56, L56.2-L57.9, L59-L60.9, L62-L62.8, L64, L64.8-L68.9, L71-L75.9, L80-L87.9, L90-L92.9, L94-L95.9, L98.5-L99.8","B85-B85.4, B87-B88.9, L10-L14.0, L28-L28.2, L42-L49.9, L51-L54.8, L56, L56.2-L57.9, L59-L62.8, L64, L64.8-L68.9, L71-L75.9, L80-L87.9, L90-L92.9, L94-L95.9, L98.5-L99.8","132-132.9, 133.8-134.9, 136.1, 692.70-692.77, 693-695.9, 697-697.9, 700-704, 704.1-706, 706.2-706.9, 707.1-707.19, 707.8-707.9, 709-709.3, 709.8-709.9","132-132.9, 133.8-134.9, 136.1, 692.70-692.77, 693-695.9, 697-697.9, 700-704, 704.1-706, 706.2-706.9, 707.1-707.19, 707.8-707.9, 709-709.3, 709.8-709.9",Non-communicable diseases,Skin and subcutaneous diseases,Other skin and subcutaneous diseases,,B87,B87,132.0,130-136.99,Other infections; including parasitic,132_0,True
Other skin and subcutaneous diseases,0.999999940395355,2.38418579101562e-07,1.19209289550781e-07,6.393952803178253e-07,1.0,other skin and subcutaneous diseases,Other skin and subcutaneous diseases,668.0,3.0,"B85-B85.4, B87-B88.9, D86.3, E80.1-E80.29, L10-L14.0, L28-L28.2, L42-L45, L49-L49.9, L51-L54.8, L56, L56.2-L57.9, L59-L60.9, L62-L62.8, L64, L64.8-L68.9, L71-L75.9, L80-L87.9, L90-L92.9, L94-L95.9, L98.5-L99.8","B85-B85.4, B87-B88.9, L10-L14.0, L28-L28.2, L42-L49.9, L51-L54.8, L56, L56.2-L57.9, L59-L62.8, L64, L64.8-L68.9, L71-L75.9, L80-L87.9, L90-L92.9, L94-L95.9, L98.5-L99.8","132-132.9, 133.8-134.9, 136.1, 692.70-692.77, 693-695.9, 697-697.9, 700-704, 704.1-706, 706.2-706.9, 707.1-707.19, 707.8-707.9, 709-709.3, 709.8-709.9","132-132.9, 133.8-134.9, 136.1, 692.70-692.77, 693-695.9, 697-697.9, 700-704, 704.1-706, 706.2-706.9, 707.1-707.19, 707.8-707.9, 709-709.3, 709.8-709.9",Non-communicable diseases,Skin and subcutaneous diseases,Other skin and subcutaneous diseases,,B88,B88,132.0,130-136.99,Other infections; including parasitic,132_0,True
Other skin and subcutaneous diseases,0.999999940395355,2.38418579101562e-07,1.19209289550781e-07,6.393952803178253e-07,1.0,other skin and subcutaneous diseases,Other skin and subcutaneous diseases,668.0,3.0,"B85-B85.4, B87-B88.9, D86.3, E80.1-E80.29, L10-L14.0, L28-L28.2, L42-L45, L49-L49.9, L51-L54.8, L56, L56.2-L57.9, L59-L60.9, L62-L62.8, L64, L64.8-L68.9, L71-L75.9, L80-L87.9, L90-L92.9, L94-L95.9, L98.5-L99.8","B85-B85.4, B87-B88.9, L10-L14.0, L28-L28.2, L42-L49.9, L51-L54.8, L56, L56.2-L57.9, L59-L62.8, L64, L64.8-L68.9, L71-L75.9, L80-L87.9, L90-L92.9, L94-L95.9, L98.5-L99.8","132-132.9, 133.8-134.9, 136.1, 692.70-692.77, 693-695.9, 697-697.9, 700-704, 704.1-706, 706.2-706.9, 707.1-707.19, 707.8-707.9, 709-709.3, 709.8-709.9","132-132.9, 133.8-134.9, 136.1, 692.70-692.77, 693-695.9, 697-697.9, 700-704, 704.1-706, 706.2-706.9, 707.1-707.19, 707.8-707.9, 709-709.3, 709.8-709.9",Non-communicable diseases,Skin and subcutaneous diseases,Other skin and subcutaneous diseases,,D86,D86,697.0,690-697.99,Other inflammatory condition of skin,697_0,True
Other skin and subcutaneous diseases,0.999999940395355,2.38418579101562e-07,1.19209289550781e-07,6.393952803178253e-07,1.0,other skin and subcutaneous diseases,Other skin and subcutaneous diseases,668.0,3.0,"B85-B85.4, B87-B88.9, D86.3, E80.1-E80.29, L10-L14.0, L28-L28.2, L42-L45, L49-L49.9, L51-L54.8, L56, L56.2-L57.9, L59-L60.9, L62-L62.8, L64, L64.8-L68.9, L71-L75.9, L80-L87.9, L90-L92.9, L94-L95.9, L98.5-L99.8","B85-B85.4, B87-B88.9, L10-L14.0, L28-L28.2, L42-L49.9, L51-L54.8, L56, L56.2-L57.9, L59-L62.8, L64, L64.8-L68.9, L71-L75.9, L80-L87.9, L90-L92.9, L94-L95.9, L98.5-L99.8","132-132.9, 133.8-134.9, 136.1, 692.70-692.77, 693-695.9, 697-697.9, 700-704, 704.1-706, 706.2-706.9, 707.1-707.19, 707.8-707.9, 709-709.3, 709.8-709.9","132-132.9, 133.8-134.9, 136.1, 692.70-692.77, 693-695.9, 697-697.9, 700-704, 704.1-706, 706.2-706.9, 707.1-707.19, 707.8-707.9, 709-709.3, 709.8-709.9",Non-communicable diseases,Skin and subcutaneous diseases,Other skin and subcutaneous diseases,,E80,,,,,nan,False
